page_title,lag,estimate,statistic,p.value,method,alternative
Encephalitis,0,0.03323035697512506,19900227.057665136,0.4593566550350642,Spearman's rank correlation rho,two.sided
Encephalitis,1,0.02895720279057435,19868017.268132266,0.5195320777541055,Spearman's rank correlation rho,two.sided
Encephalitis,2,0.026739950127112184,19793423.216676887,0.5524247372265695,Spearman's rank correlation rho,two.sided
Encephalitis,3,0.029652912475048067,19615061.79383139,0.510401614381288,Spearman's rank correlation rho,two.sided
Encephalitis,4,0.0343143093815593,19402764.518329192,0.446677574270513,Spearman's rank correlation rho,two.sided
Encephalitis,5,0.04425871764601112,19086577.757738523,0.32674609788619846,Spearman's rank correlation rho,two.sided
Encephalitis,6,0.05530142032991775,18751478.927835684,0.22077803471345317,Spearman's rank correlation rho,two.sided
Encephalitis,7,0.0661611487307591,18423127.716603067,0.14322105833344712,Spearman's rank correlation rho,two.sided
Encephalitis,8,0.0729659960392345,18177361.54755303,0.10670173983491898,Spearman's rank correlation rho,two.sided
Encephalitis,9,0.08077264984393565,17914159.983499426,0.0743426358689378,Spearman's rank correlation rho,two.sided
Encephalitis,10,0.0892188255663644,17640887.779482808,0.048863181034021784,Spearman's rank correlation rho,two.sided
Encephalitis,11,0.09682258624065403,17386288.04699568,0.03266159886547422,Spearman's rank correlation rho,two.sided
Encephalitis,12,0.10223848614010395,17175789.24205719,0.024196522953279388,Spearman's rank correlation rho,two.sided
Encephalitis,13,0.10567338934483748,17004672.515400622,0.01992640933296179,Spearman's rank correlation rho,two.sided
Encephalitis,14,0.11166340644936609,16786514.623591103,0.01397388216993352,Spearman's rank correlation rho,two.sided
Encephalitis,15,0.11779710841759478,16567491.527803829,0.009564829066512345,Spearman's rank correlation rho,two.sided
Encephalitis,16,0.12297209899119112,16368218.161367582,0.006870702342035715,Spearman's rank correlation rho,two.sided
Encephalitis,17,0.1273924056382856,16184567.191360688,0.005140854221077514,Spearman's rank correlation rho,two.sided
Encephalitis,18,0.1318323647276262,16001996.399929574,0.0038108351014628857,Spearman's rank correlation rho,two.sided
Encephalitis,19,0.13462235479340223,15851087.712143444,0.0031561542539931863,Spearman's rank correlation rho,two.sided
Encephalitis,20,0.1400618487722299,15653006.139022307,0.0021454165386513902,Spearman's rank correlation rho,two.sided
Encephalitis,21,0.14525770688769074,15460985.45514697,0.001467474761762064,Spearman's rank correlation rho,two.sided
Encephalitis,22,0.1501913235022511,15275268.469613211,0.0010132026780410206,Spearman's rank correlation rho,two.sided
Encephalitis,23,0.15472791721310242,15098165.415531285,7.150806457108881e-4,Spearman's rank correlation rho,two.sided
Encephalitis,24,0.15867813275282847,14932895.251376903,5.252466425038157e-4,Spearman's rank correlation rho,two.sided
Encephalitis,25,0.16311076486332532,14760402.903294204,3.681517126150771e-4,Spearman's rank correlation rho,two.sided
Encephalitis,26,0.1664034857151124,14609275.73636517,2.823588109343647e-4,Spearman's rank correlation rho,two.sided
Encephalitis,27,0.1696913979187866,14459359.332427166,2.1575761733693872e-4,Spearman's rank correlation rho,two.sided
Encephalitis,28,0.1706324442659046,14351172.989371633,2.0187051555637127e-4,Spearman's rank correlation rho,two.sided
Encephalitis,29,0.17001260876010832,14270421.410778726,2.1645041859627464e-4,Spearman's rank correlation rho,two.sided
Encephalitis,30,0.16951233835056406,14187880.131160663,2.296019427380642e-4,Spearman's rank correlation rho,two.sided
Encephalitis,31,0.16637695274430794,14150347.7536105,3.0501945746413945e-4,Spearman's rank correlation rho,two.sided
Encephalitis,32,0.1650721841460841,14081646.238486469,3.456692146308209e-4,Spearman's rank correlation rho,two.sided
Encephalitis,33,0.1637618848590219,14013143.141138822,3.9142423034121954e-4,Spearman's rank correlation rho,two.sided
Encephalitis,34,0.16217779142851865,13949304.105166709,4.5278248989747945e-4,Spearman's rank correlation rho,two.sided
Encephalitis,35,0.16219963063350362,13858947.329284223,4.584714448271649e-4,Spearman's rank correlation rho,two.sided
Fever,-35,0.3204905061507815,1769527.6606700963,2.2276082577972347e-7,Spearman's rank correlation rho,two.sided
Fever,-34,0.3150427896573488,1805204.7278580572,3.456632600527686e-7,Spearman's rank correlation rho,two.sided
Fever,-33,0.3090540071592142,1842840.0221014733,5.593541390662388e-7,Spearman's rank correlation rho,two.sided
Fever,-32,0.3046424614369028,1876772.7780119537,7.830252410645029e-7,Spearman's rank correlation rho,two.sided
Fever,-31,0.30236312140462374,1905340.496422583,9.083170597706051e-7,Spearman's rank correlation rho,two.sided
Fever,-30,0.30222390258807436,1928318.2007198045,8.747644356127221e-7,Spearman's rank correlation rho,two.sided
Fever,-29,0.3036858967387509,1947005.6429749744,7.320699956707931e-7,Spearman's rank correlation rho,two.sided
Fever,-28,0.30647646241541293,1962016.9251449015,5.433712220934969e-7,Spearman's rank correlation rho,two.sided
Fever,-27,0.3139276066851668,1963682.5787972554,2.6231901159740534e-7,Spearman's rank correlation rho,two.sided
Fever,-26,0.321437595166795,1964858.8706831252,1.2295142857606318e-7,Spearman's rank correlation rho,two.sided
Fever,-25,0.3296646176848434,1963606.7320619647,5.239522528190673e-8,Spearman's rank correlation rho,two.sided
Fever,-24,0.33751266130258983,1963095.73177494,2.251921839598895e-8,Spearman's rank correlation rho,two.sided
Fever,-23,0.346624191447357,1958435.8356895864,8.241623425457174e-9,Spearman's rank correlation rho,two.sided
Fever,-22,0.3548129744800378,1956119.3159410546,3.2109677120960273e-9,Spearman's rank correlation rho,two.sided
Fever,-21,0.36494441644594244,1947448.7514152017,9.73703692223608e-10,Spearman's rank correlation rho,two.sided
Fever,-20,0.37063454936399876,1952014.7070745958,4.718324231833451e-10,Spearman's rank correlation rho,two.sided
Fever,-19,0.3755352277720894,1958824.219848371,2.4657939955417923e-10,Spearman's rank correlation rho,two.sided
Fever,-18,0.3800426621753504,1966700.5820985415,1.3323454747547694e-10,Spearman's rank correlation rho,two.sided
Fever,-17,0.3854238972206848,1971617.9078697043,6.388097097958932e-11,Spearman's rank correlation rho,two.sided
Fever,-16,0.38672082032744665,1989563.5179429175,5.012402155957919e-11,Spearman's rank correlation rho,two.sided
Fever,-15,0.3866949529441604,2011919.6081395645,4.628997485740828e-11,Spearman's rank correlation rho,two.sided
Fever,-14,0.3880057699259789,2030009.3409247308,3.61698425225701e-11,Spearman's rank correlation rho,two.sided
Fever,-13,0.3875743105611999,2054012.070106034,3.513140986082375e-11,Spearman's rank correlation rho,two.sided
Fever,-12,0.3900153852657037,2068472.4681947527,2.3734517947392443e-11,Spearman's rank correlation rho,two.sided
Fever,-11,0.3912310455856998,2087118.7025378475,1.8676382326014797e-11,Spearman's rank correlation rho,two.sided
Fever,-10,0.3931389153114707,2103441.205638911,1.3415065588156695e-11,Spearman's rank correlation rho,two.sided
Fever,-9,0.3957388038347167,2117361.4444229607,8.77233236992766e-12,Spearman's rank correlation rho,two.sided
Fever,-8,0.3976719620950335,2133612.152797853,6.232225168673358e-12,Spearman's rank correlation rho,two.sided
Fever,-7,0.4015580243474449,2142888.459135181,3.395754450290215e-12,Spearman's rank correlation rho,two.sided
Fever,-6,0.40682120566395896,2147046.2368269605,1.51592062864072e-12,Spearman's rank correlation rho,two.sided
Fever,-5,0.411551190162004,2152910.5846494893,7.163768712507451e-13,Spearman's rank correlation rho,two.sided
Fever,-4,0.41318122218503756,2170032.3676086185,5.179737570122795e-13,Spearman's rank correlation rho,two.sided
Fever,-3,0.4142732127282798,2189201.311297823,4.032005858212305e-13,Spearman's rank correlation rho,two.sided
Fever,-2,0.41721314120251846,2201468.034517746,2.402165184678749e-13,Spearman's rank correlation rho,two.sided
Fever,-1,0.4203450866191951,2212931.173166497,1.3816774962725006e-13,Spearman's rank correlation rho,two.sided
Fever,0,0.42337512006341427,2224699.514278539,8.004283504315351e-14,Spearman's rank correlation rho,two.sided
Fever,1,0.42047498050697724,2212435.2811679286,1.3556688939106306e-13,Spearman's rank correlation rho,two.sided
Fever,2,0.4178422973355117,2199091.4072918617,2.193545077636745e-13,Spearman's rank correlation rho,two.sided
Fever,3,0.415092398495651,2186139.5381382266,3.587637682324745e-13,Spearman's rank correlation rho,two.sided
Fever,4,0.41304792016859276,2170525.3131333506,5.278228870359956e-13,Spearman's rank correlation rho,two.sided
Fever,5,0.4099085253591969,2158920.470950335,9.011548863267159e-13,Spearman's rank correlation rho,two.sided
Fever,6,0.407278320815317,2145391.681109711,1.4235701275320488e-12,Spearman's rank correlation rho,two.sided
Fever,7,0.40553647204813265,2151696.407233461,1.8079005563122376e-12,Spearman's rank correlation rho,two.sided
Fever,8,0.40507000653721076,2153384.8071381734,1.926942095527971e-12,Spearman's rank correlation rho,two.sided
Fever,9,0.40079507244413526,2168858.187584106,3.4408974580908573e-12,Spearman's rank correlation rho,two.sided
Fever,10,0.3953951861210116,2188403.4001238314,7.073391588996798e-12,Spearman's rank correlation rho,two.sided
Fever,11,0.39303697626753104,2173400.4491577265,1.05129225151532e-11,Spearman's rank correlation rho,two.sided
Fever,12,0.39063063130386105,2158554.4898674847,1.5649762694171137e-11,Spearman's rank correlation rho,two.sided
Fever,13,0.3867428056591535,2148883.871830043,2.8002749589359108e-11,Spearman's rank correlation rho,two.sided
Fever,14,0.38283354536329517,2139160.6484162826,4.973956599954837e-11,Spearman's rank correlation rho,two.sided
Fever,15,0.37943800321037957,2127550.2638434544,8.211699407520489e-11,Spearman's rank correlation rho,two.sided
Fever,16,0.37723450133822634,2111812.7523340425,1.1637945775303657e-10,Spearman's rank correlation rho,two.sided
Fever,17,0.3736525425349017,2100704.232202363,1.938639862728855e-10,Spearman's rank correlation rho,two.sided
Fever,18,0.36406501489455817,2132859.802805201,6.001215405020952e-10,Spearman's rank correlation rho,two.sided
Fever,19,0.35343515804304565,2168511.237180061,2.0122718408180023e-9,Spearman's rank correlation rho,two.sided
Fever,20,0.34797962997131093,2186808.5109577402,3.6804575566039668e-9,Spearman's rank correlation rho,two.sided
Fever,21,0.34509357341975594,2196488.0444817743,5.04198826063965e-9,Spearman's rank correlation rho,two.sided
Fever,22,0.34244517826325244,2205370.4864035905,6.711630160800669e-9,Spearman's rank correlation rho,two.sided
Fever,23,0.34510927005923325,2172298.746842721,5.372352353383918e-9,Spearman's rank correlation rho,two.sided
Fever,24,0.3476857019850038,2139887.7004947844,4.338873367116149e-9,Spearman's rank correlation rho,two.sided
Fever,25,0.35706334281699653,2085776.527033669,1.6507294725176394e-9,Spearman's rank correlation rho,two.sided
Fever,26,0.36511542112835665,2036769.4081706458,7.122405374761978e-10,Spearman's rank correlation rho,two.sided
Fever,27,0.37095924778933725,1995516.0428899208,3.9049283233795115e-10,Spearman's rank correlation rho,two.sided
Fever,28,0.37541595246986714,1959198.3632127584,2.5007230275143015e-10,Spearman's rank correlation rho,two.sided
Fever,29,0.3812175059951937,1919191.0321055471,1.3580972352938667e-10,Spearman's rank correlation rho,two.sided
Fever,30,0.39009940301644924,1870308.9726978168,5.0166615423446064e-11,Spearman's rank correlation rho,two.sided
Fever,31,0.3990405891723266,1822027.2031496335,1.7947791368708958e-11,Spearman's rank correlation rho,two.sided
Fever,32,0.40776068176911084,1775184.6470977676,6.442717424258998e-12,Spearman's rank correlation rho,two.sided
Fever,33,0.4199289417482142,1718878.1612328568,1.424236663773993e-12,Spearman's rank correlation rho,two.sided
Fever,34,0.43593563525788964,1652308.1029954164,1.742791409788229e-13,Spearman's rank correlation rho,two.sided
Fever,35,0.4525893022358479,1585093.364659834,1.750551332836536e-14,Spearman's rank correlation rho,two.sided
Genital herpes,-35,-0.42710615140730546,498779.3083414589,4.962459109056218e-7,Spearman's rank correlation rho,two.sided
Genital herpes,-34,-0.3908215625452923,497580.32221620384,4.668702552873179e-6,Spearman's rank correlation rho,two.sided
Genital herpes,-33,-0.3623879181606468,498831.52429493004,2.2664067943804085e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-32,-0.36488921481698755,511369.39322333253,1.8272248207630736e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-31,-0.35924814492042845,521007.9694368698,2.333835575897618e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-30,-0.36777738419850964,536283.6279060885,1.3305859288475356e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-29,-0.3734098119088033,550730.4675263705,8.835822940114316e-6,Spearman's rank correlation rho,two.sided
Genital herpes,-28,-0.3635303396806639,559101.9804826594,1.4656673655402976e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-27,-0.3358166750739463,560001.0665244998,6.419982572829058e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-26,-0.3164024192063795,564125.827117025,1.6541647295361786e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-25,-0.28753851352614396,563927.7060008022,6.271360344710855e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-24,-0.2735194225590311,570001.8231489712,0.00112206555222657,Spearman's rank correlation rho,two.sided
Genital herpes,-23,-0.27600047626155305,583527.7777991708,9.642384060424697e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-22,-0.28273301124957406,599267.208195576,6.813746348498017e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-21,-0.3048480403945084,622661.7412438958,2.253358397879897e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-20,-0.312377342345807,639579.2235281749,1.4574944444214287e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-19,-0.32715020504271997,660443.0280374592,6.273239448347076e-5,Spearman's rank correlation rho,two.sided
Genital herpes,-18,-0.3689147794889758,695518.2211627589,4.971565116008126e-6,Spearman's rank correlation rho,two.sided
Genital herpes,-17,-0.40729185897968967,729913.0320377006,3.360804608757604e-7,Spearman's rank correlation rho,two.sided
Genital herpes,-16,-0.41708483066528645,750199.04101488,1.478474597610631e-7,Spearman's rank correlation rho,two.sided
Genital herpes,-15,-0.4330541497802875,774241.8977183951,3.857251873650529e-8,Spearman's rank correlation rho,two.sided
Genital herpes,-14,-0.44159762887669646,794752.7727997229,1.7253359112142895e-8,Spearman's rank correlation rho,two.sided
Genital herpes,-13,-0.45097133960455627,816135.1042440728,6.98267021493726e-9,Spearman's rank correlation rho,two.sided
Genital herpes,-12,-0.4757175150082466,846766.710111732,6.703347349950231e-10,Spearman's rank correlation rho,two.sided
Genital herpes,-11,-0.46738595030980706,858825.7794535226,1.2752054706688273e-9,Spearman's rank correlation rho,two.sided
Genital herpes,-10,-0.4405646301838229,859878.7900152445,1.2049776193923586e-8,Spearman's rank correlation rho,two.sided
Genital herpes,-9,-0.4210881579188456,864995.0454028327,5.3881840982088844e-8,Spearman's rank correlation rho,two.sided
Genital herpes,-8,-0.36759586429000474,848757.3452956629,2.5350328946015064e-6,Spearman's rank correlation rho,two.sided
Genital herpes,-7,-0.29504334022334144,819386.8717927104,1.8472628872843295e-4,Spearman's rank correlation rho,two.sided
Genital herpes,-6,-0.22832833822740353,792217.7317097932,0.004025236879738528,Spearman's rank correlation rho,two.sided
Genital herpes,-5,-0.1556662224388645,759687.5923161894,0.05081011117376087,Spearman's rank correlation rho,two.sided
Genital herpes,-4,-0.11233180047599758,745173.3197748804,0.15861647112955343,Spearman's rank correlation rho,two.sided
Genital herpes,-3,-0.07165458538287656,731554.2861657669,0.36789768808821954,Spearman's rank correlation rho,two.sided
Genital herpes,-2,-0.030731965458757126,716894.6966158748,0.6987577106443938,Spearman's rank correlation rho,two.sided
Genital herpes,-1,-0.005372514504127354,712367.7542495591,0.9459035125998783,Spearman's rank correlation rho,two.sided
Genital herpes,0,-0.021850864805235837,737535.1675852862,0.7818881637194849,Spearman's rank correlation rho,two.sided
Genital herpes,1,-0.02097974380508355,736906.4238077323,0.7903783480405538,Spearman's rank correlation rho,two.sided
Genital herpes,2,-0.020449875824093508,736523.9841743009,0.7955547379064867,Spearman's rank correlation rho,two.sided
Genital herpes,3,-0.015592274135323693,733017.9421490077,0.8433980789055814,Spearman's rank correlation rho,two.sided
Genital herpes,4,-0.0021735228957872293,723332.770579355,0.9780321028984477,Spearman's rank correlation rho,two.sided
Genital herpes,5,0.007224885999297653,716549.3373816031,0.9270694972427079,Spearman's rank correlation rho,two.sided
Genital herpes,6,0.009329885827252768,715030.0242857788,0.9059077061134703,Spearman's rank correlation rho,two.sided
Genital herpes,7,0.02591912710245291,703056.5071460252,0.7425927825031906,Spearman's rank correlation rho,two.sided
Genital herpes,8,0.030870086462915045,699483.0829141806,0.6956619689744734,Spearman's rank correlation rho,two.sided
Genital herpes,9,0.03824003594934474,694163.7186930572,0.6279344622846046,Spearman's rank correlation rho,two.sided
Genital herpes,10,0.05274459756005418,683694.848286665,0.503698861907518,Spearman's rank correlation rho,two.sided
Genital herpes,11,0.056116345228185815,681261.2422027236,0.4767789401724569,Spearman's rank correlation rho,two.sided
Genital herpes,12,0.050810266806273506,685090.9785888368,0.5194937623425369,Spearman's rank correlation rho,two.sided
Genital herpes,13,0.06083500880291121,677855.4807063756,0.4404539163385608,Spearman's rank correlation rho,two.sided
Genital herpes,14,0.0795835735064366,664323.4416517003,0.3125727606735347,Spearman's rank correlation rho,two.sided
Genital herpes,15,0.1280278549294886,629358.1033146725,0.10338067619270082,Spearman's rank correlation rho,two.sided
Genital herpes,16,0.17449061219448156,595822.9577800622,0.025899111762300073,Spearman's rank correlation rho,two.sided
Genital herpes,17,0.2159687832669282,565885.5071141289,0.005625647651710863,Spearman's rank correlation rho,two.sided
Genital herpes,18,0.2496610798773313,541567.6203434179,0.001309088896376417,Spearman's rank correlation rho,two.sided
Genital herpes,19,0.3001989426949496,505091.2103247224,9.885906816923897e-5,Spearman's rank correlation rho,two.sided
Genital herpes,20,0.33431550823732936,480467.1015125922,1.2913185603766297e-5,Spearman's rank correlation rho,two.sided
Genital herpes,21,0.3719508257463879,453303.2842059841,1.0147222674375247e-6,Spearman's rank correlation rho,two.sided
Genital herpes,22,0.378172599381611,448812.6319799309,6.453585353327421e-7,Spearman's rank correlation rho,two.sided
Genital herpes,23,0.3823868228525931,445770.957190621,4.724307693347881e-7,Spearman's rank correlation rho,two.sided
Genital herpes,24,0.40543693535130815,429134.2157930985,7.925818802687123e-8,Spearman's rank correlation rho,two.sided
Genital herpes,25,0.43451029949417874,408150.10819588363,6.82184543673124e-9,Spearman's rank correlation rho,two.sided
Genital herpes,26,0.4555360918267576,392974.44821875216,9.966597567949757e-10,Spearman's rank correlation rho,two.sided
Genital herpes,27,0.46796333403950613,384004.91217030986,3.0024371792000215e-10,Spearman's rank correlation rho,two.sided
Genital herpes,28,0.4679171338350237,384038.257814698,3.0161299684467683e-10,Spearman's rank correlation rho,two.sided
Genital herpes,29,0.47287902236660273,380456.94530059135,1.842989226907327e-10,Spearman's rank correlation rho,two.sided
Genital herpes,30,0.4744660424892918,379311.4913087588,1.571714492928794e-10,Spearman's rank correlation rho,two.sided
Genital herpes,31,0.44566319679479255,400100.3484286033,2.4996068039310936e-9,Spearman's rank correlation rho,two.sided
Genital herpes,32,0.40676750643466986,428173.85748568695,7.119841038207582e-8,Spearman's rank correlation rho,two.sided
Genital herpes,33,0.36894943869893376,455469.5773269027,1.2580792106307963e-6,Spearman's rank correlation rho,two.sided
Genital herpes,34,0.3359462071105137,479290.1217710872,1.1642945506312062e-5,Spearman's rank correlation rho,two.sided
Genital herpes,35,0.314910199479044,494473.1547832073,4.2358447041827875e-05,Spearman's rank correlation rho,two.sided
Genital wart,-35,-0.5079292434378536,660456.4214041021,2.0310475960896534e-10,Spearman's rank correlation rho,two.sided
Genital wart,-34,-0.5176308505062598,679261.2160695917,6.791836228907747e-11,Spearman's rank correlation rho,two.sided
Genital wart,-33,-0.5379302325972801,703310.8746690621,7.188237937879444e-12,Spearman's rank correlation rho,two.sided
Genital wart,-32,-0.5643724395548522,730843.5163112358,3.139661678034954e-13,Spearman's rank correlation rho,two.sided
Genital wart,-31,-0.578396218925915,753196.4701054762,4.768975635995113e-14,Spearman's rank correlation rho,two.sided
Genital wart,-30,-0.5752956199860426,767710.868626478,5.686841715220736e-14,Spearman's rank correlation rho,two.sided
Genital wart,-29,-0.5528796499958777,772775.0290239486,6.709906069128347e-13,Spearman's rank correlation rho,two.sided
Genital wart,-28,-0.5408464956414525,782873.2875055092,2.178993072447787e-12,Spearman's rank correlation rho,two.sided
Genital wart,-27,-0.5185595030396158,787623.6646440424,2.02124522973996e-11,Spearman's rank correlation rho,two.sided
Genital wart,-26,-0.4939568885839736,790894.8009888013,2.0473941661131008e-10,Spearman's rank correlation rho,two.sided
Genital wart,-25,-0.46494212409824315,791470.1411550542,2.6284949424056236e-9,Spearman's rank correlation rho,two.sided
Genital wart,-24,-0.4399110816435928,793822.9793101127,1.983044378117768e-8,Spearman's rank correlation rho,two.sided
Genital wart,-23,-0.4215952558543122,799611.7915366542,7.749174418351517e-8,Spearman's rank correlation rho,two.sided
Genital wart,-22,-0.41467557646662867,811740.8457765514,1.199486331959796e-7,Spearman's rank correlation rho,two.sided
Genital wart,-21,-0.4031982149215072,821258.2384364001,2.60125800771645e-7,Spearman's rank correlation rho,two.sided
Genital wart,-20,-0.40549055725722266,838942.9355890653,1.9968560507485034e-7,Spearman's rank correlation rho,two.sided
Genital wart,-19,-0.395652260742822,849512.5963302447,3.8001325991479494e-7,Spearman's rank correlation rho,two.sided
Genital wart,-18,-0.38774109492722947,861259.8783337371,6.206701895549637e-7,Spearman's rank correlation rho,two.sided
Genital wart,-17,-0.38667098656613136,877360.5999102569,6.164135193829435e-7,Spearman's rank correlation rho,two.sided
Genital wart,-16,-0.384754111757356,893105.4729025774,6.51419477911953e-7,Spearman's rank correlation rho,two.sided
Genital wart,-15,-0.38476021669074945,910284.5912836143,5.992011334470456e-7,Spearman's rank correlation rho,two.sided
Genital wart,-14,-0.3962024458478683,935343.9425224039,2.3452592826401318e-7,Spearman's rank correlation rho,two.sided
Genital wart,-13,-0.37557902006659727,939025.262258262,9.887731385677873e-7,Spearman's rank correlation rho,two.sided
Genital wart,-12,-0.379382649593665,959388.2204453858,6.93630034388425e-7,Spearman's rank correlation rho,two.sided
Genital wart,-11,-0.37954948955297085,977494.9658671427,6.321113960793622e-7,Spearman's rank correlation rho,two.sided
Genital wart,-10,-0.38006948274584723,996084.4701445737,5.611284541991841e-7,Spearman's rank correlation rho,two.sided
Genital wart,-9,-0.3940986109350532,1024843.7118566857,1.7777019763498953e-7,Spearman's rank correlation rho,two.sided
Genital wart,-8,-0.4143647864167859,1058878.340998791,3.149771473610593e-8,Spearman's rank correlation rho,two.sided
Genital wart,-7,-0.41676389718295787,1080077.0408369137,2.333088343189172e-8,Spearman's rank correlation rho,two.sided
Genital wart,-6,-0.42646023932972993,1107241.2611315656,9.111047952554268e-9,Spearman's rank correlation rho,two.sided
Genital wart,-5,-0.4260971376577541,1126964.7064512142,8.486308503022435e-9,Spearman's rank correlation rho,two.sided
Genital wart,-4,-0.4191040906591437,1141584.0946898416,1.4180165342034071e-8,Spearman's rank correlation rho,two.sided
Genital wart,-3,-0.37513990780238504,1125971.432208132,4.6443840683543504e-7,Spearman's rank correlation rho,two.sided
Genital wart,-2,-0.3252116866206801,1104351.9069284776,1.4243687850097365e-5,Spearman's rank correlation rho,two.sided
Genital wart,-1,-0.25879874711845935,1067519.242298821,6.081469634765852e-4,Spearman's rank correlation rho,two.sided
Genital wart,0,-0.1815697678086307,1019604.9103164949,0.0168130266817225,Spearman's rank correlation rho,two.sided
Genital wart,1,-0.12832402449590316,973657.8805141029,0.0924590280713508,Spearman's rank correlation rho,two.sided
Genital wart,2,-0.07900097568501459,931095.8379420155,0.3015204326158669,Spearman's rank correlation rho,two.sided
Genital wart,3,-0.031914536689327644,890463.8196581014,0.676800378507623,Spearman's rank correlation rho,two.sided
Genital wart,4,-0.020481996636890633,880598.4064658921,0.7891045044117995,Spearman's rank correlation rho,two.sided
Genital wart,5,-0.014142737848694572,875128.1079153469,0.8534805410852735,Spearman's rank correlation rho,two.sided
Genital wart,6,-0.01266977068192885,873857.0491959327,0.8685950346080478,Spearman's rank correlation rho,two.sided
