id,title,date
37178945,A case of orf virus infection in the human: Other zoonotic poxvirus infection events should not be ignored during the mpox epidemic.,2023-04-25
36657479,A case of parotitis caused by hMPX virus.,2022-09-12
35755463,A case of suicide during the 2017 monkeypox outbreak in Nigeria.,2022-03-16
37179149,A case report of Monkeypox in a 36-year old woman in Madrid.,2022-08-25
37223007,A case report of Mpox (Monkeypox) in male traveler.,2023-03-21
36133748,A case report of monkeypox as a result of conflict in the context of a measles campaign.,2022-07-06
37360541,A case report of pedal monkeypox in a HIV patient: A challenging diagnosis with a misleading history.,2023-02-20
38073166,A clinical and diagnostic dilemma: Syphilis mimicking monkeypox.,2023-11-10
36796320,A clinical review of mpox for the Aotearoa New Zealand clinician.,2023-02-16
35843593,"A commentary on ""The 2022 monkeypox outbreak: Lessons from the 640 cases in 36 countries"" (Int J Surg 2022;104:106712).",2022-06-17
36084806,"A commentary on ""Unexpected sudden rise of human monkeypox cases in multiple non-endemic countries amid COVID-19 pandemic and salient counteracting strategies: Another potential global threat?"" (Int J Surg 2022;103:106705).",2022-08-03
37377545,A comparative analysis on serious adverse events reported for COVID-19 vaccines in adolescents and young adults.,2023-01-16
36587287,A compilation answering 50 questions on monkeypox virus and the current monkeypox outbreak.,2022-11-29
36273642,A complicated case of monkeypox and viral shedding characteristics.,2022-10-09
37507009,A contemporary review of clade-specific virological differences in monkeypox viruses.,2023-03-10
36991417,A cross-sectional survey of public knowledge of the monkeypox disease in Nigeria.,2022-09-04
36864252,A deep-learning algorithm to classify skin lesions from mpox virus infection.,2022-08-05
36641010,"A dermatologic assessment of 101 mpox (monkeypox) cases from 13 countries during the 2022 outbreak: Skin lesion morphology, clinical course, and scarring.",2022-11-14
35995311,A distinct phylogenetic cluster of Monkeypox genomes suggests an early and cryptic spread of the virus.,2022-07-30
36396830,A driver of monkeypox virus evolution?,2022-11-18
37214737,A fractional order Monkeypox model with protected travelers using the fixed point theorem and Newton polynomial interpolation.,2023-01-24
38051425,A global systematic evidence review with meta-analysis of the epidemiological characteristics of the 2022 Mpox outbreaks.,2023-10-11
36809304,A global update of mpox (monkeypox) in children.,2023-02-23
36082686,"A large multi-country outbreak of monkeypox across 41 countries in the WHO European Region, 7 March to 23 August 2022.",2022-09-09
37529964,A meta-analysis and mapping of global mpox infection among children and adolescents.,2023-07-11
36050372,A method for intelligent allocation of diagnostic testing by leveraging data from commercial wearable devices: a case study on COVID-19.,2022-07-12
36005947,A monkeypox virus infection mimicking primary syphilis.,2022-08-14
37666979,A multi-targeted computational drug discovery approach for repurposing tetracyclines against monkeypox virus.,2023-03-29
38105139,"A multifaceted approach for identification, validation, and immunogenicity of naturally processed and in silico-predicted highly conserved SARS-CoV-2 peptides.",2023-05-31
37228716,A multinational cross-sectional study on the awareness and concerns of healthcare providers toward monkeypox and the promotion of the monkeypox vaccination.,2023-01-28
36530575,A narrative review of pox: smallpox vs monkeypox.,2022-10-26
36650445,A new and efficient enrichment method for metagenomic sequencing of Monkeypox virus.,2022-07-28
37555739,A one-tube dual-readout biosensor for detection of nucleic acids and non-nucleic acids using CRISPR-ALP tandem assay.,2023-09-12
37348377,A pair formation model with recovery: Application to mpox.,2022-08-17
37336551,A plague passing over: Clinical features of the 2022 mpox outbreak in patients of color living with HIV.,2023-02-06
36123971,A potential monkeypox pandemic: are we making the same mistakes as COVID-19?,2022-08-30
35831633,A prospective national cohort evaluating ring MVA vaccination as post-exposure prophylaxis for monkeypox.,2022-07-14
35798023,A prototype lateral flow assay for detection of orthopoxviruses.,2022-06-10
36250195,A puzzling pox lesion.,2022-07-20
36460535,A randomized phase 3 trial to assess the immunogenicity and safety of 3 consecutively produced lots of freeze-dried MVA-BN® vaccine in healthy adults.,2022-04-07
37073366,A rash worthy of Hickam's dictum.,2023-02-09
36186585,A review of electrochemical oxidation technology for advanced treatment of medical wastewater.,2022-07-24
36377907,A review of monkeypox infection during pregnancy.,2022-10-25
37403283,A review on computational studies and bioinformatics analysis of potential drugs against monkeypox virus.,2023-07-05
36084881,A review on insights and lessons from COVID-19 to the prevent of monkeypox pandemic.,2022-06-03
36582623,A review on monkeypox virus outbreak: New challenge for world.,2022-10-05
36573228,A sentiment and content analysis of tweets on monkeypox stigma among the LGBTQ+ community: A cue to risk communication plan.,2022-11-13
37797702,A severe case of mpox complicated with penile necrosis and keratitis in a patient living with HIV.,2023-09-06
36397606,A severe monkeypox infection in a patient with an advanced HIV infection treated with tecovirimat: clinical and virological outcome.,2022-09-12
36338031,A sex and gender perspective for neglected zoonotic diseases.,2022-08-30
35801518,"A shift from travel-associated cases to autochthonous transmission with Berlin as epicentre of the monkeypox outbreak in Germany, May to June 2022.",2022-07-08
38130718,A study on the recognition of monkeypox infection based on deep convolutional neural networks.,2023-05-19
36254380,A systematic review and clinical atlas on mucocutaneous presentations of the current monkeypox outbreak: With a comprehensive approach to all dermatologic and nondermatologic aspects of the new and previous monkeypox outbreaks.,2022-10-03
36593124,A systematic review on environmental perspectives of monkeypox virus.,2022-11-05
37386209,A systematic review to identify novel clinical characteristics of monkeypox virus infection and therapeutic and preventive strategies to combat the virus.,2023-01-23
37031695,A tale of potential mpox reinfection.,2023-04-25
37427540,A transmission chain from sheep to sheep and human of zoonotic orf virus during the mpox epidemic.,2023-10-23
35784677,A viewpoint: The 2022 monkeypox outbreak.,2022-07-05
37286135,A visual assay panel for the identification of monkeypox virus DNA belonging to the clades I and II.,2023-02-07
35948239,ABA supports AMA regarding monkeypox name change: A satire.,2022-08-11
37874150,AI-assisted structural consensus-proteome prediction of human monkeypox viruses isolated within a year after the 2022 multi-country outbreak.,2023-12-17
36966703,AI-driven drug repurposing and binding pose meta dynamics identifies novel targets for monkeypox virus.,2022-09-20
37917680,APOBEC3 deaminase editing in mpox virus as evidence for sustained human transmission since at least 2016.,2023-11-06
37224627,APOBEC3F Is a Mutational Driver of the Human Monkeypox Virus Identified in the 2022 Outbreak.,2023-02-14
37951687,ART initiation for people living with HIV with severe mpox.,2023-03-08
38058413,ASSESSING THE KNOWLEDGE OF SMALLPOX AND MONKEYPOX VIRUS AMONG THE UNIVERSITY OF TLEMCEN MEMBERS IN THE WAKE OF COVID-19: A 2023 CROSS-SECTIONAL STUDY.,2023-07-17
37394180,Absence of association between persistent skin lesion and virological replication in severe disseminated monkeypox infection in solid organ transplant recipient.,2023-02-20
36752042,"Absence of detectable monkeypox virus DNA in 11,000 English blood donations during the 2022 outbreak.",2023-01-03
37283468,Absence of transmission of mpox infection on long international flights.,2023-05-02
36906751,Accentuating the detection of immunological signatures as a diagnostic tool for monkeypox virus.,2022-12-10
37838481,"Acceptance and timeliness of post-exposure vaccination against mpox in high-risk contacts, Amsterdam, the Netherlands, May-July 2022.",2023-08-15
36364999,Acceptance towards Monkeypox Vaccination: A Systematic Review and Meta-Analysis.,2022-10-15
37145063,Accuracy of Molecular Diagnostic Tests for Monkeypox: Different Tests and Clinical Samples.,2023-05-08
36245143,Action to prevent monkeypox in Iran: special attention to men who have sex with men.,2022-08-30
36249878,Acute Myocarditis: A New Manifestation of Monkeypox Infection?,2022-08-07
37920221,Acute Respiratory Distress Syndrome due to Monkeypox Virus.,2023-09-26
36822985,Acute Tonsillitis Due To Monkeypox.,2022-10-16
36480080,Acute disseminated encephalomyelitis in a patient with monkeypox: a case report and radiological findings.,2022-09-17
36799824,Acute hepatitis with unknown etiology amidst the COVID-19 and monkeypox time: an emerging global concern among the children.,2022-11-14
36320449,Acute paronychia: An atypical presentation of Monkeypox infection.,2022-11-03
36454131,Adapting a Group-Level PrEP Promotion Intervention Trial for Transgender Latinas During the COVID-19 Pandemic.,2022-12-01
36772860,"Adaptive changes in sexual behavior in the high-risk population in response to human monkeypox transmission in Canada can help control the outbreak: Insights from a two-group, two-route epidemic model.",2023-02-08
36131032,Addendum: Phylogenomic characterization and signs of microevolution in the 2022 multi-country outbreak of monkeypox virus.,2022-09-22
35696683,Adding New Fuel to the Fire: Monkeypox in the Time of COVID-19-Implications for Health Care Personnel.,2022-06-14
37846528,Addressing mpox at a Frontline Community Health Center: Lessons for the Next Outbreak.,2023-10-17
36517107,Addressing the Silent Spread of Monkeypox Disease with Advanced Analytical Tools.,2022-10-27
37633474,Addressing the resurgence of global monkeypox (Mpox) through advanced drug delivery platforms.,2023-06-11
36593811,Addressing the risk of monkeypox exposure during gastrointestinal endoscopy.,2022-09-23
37643461,Adjuvant Topical Interferon Alpha 2b for the Treatment of Monkeypox Ocular Manifestations.,2023-02-05
37362519,Adrenal Insufficiency Secondary to Monkeypox Infection: A Case Report.,2023-05-23
36974930,Advances in nanomedicine for the treatment of infectious diseases caused by viruses.,2023-05-18
36563700,Advancing detection and response capacities for emerging and re-emerging pathogens in Africa.,2022-09-13
36035596,Advancing surgical setting: A paradigm for healthcare workers during the monkeypox outbreak.,2022-07-24
37344609,Adverse reactions following MPox (monkeypox) vaccination: An overview from the Dutch and global adverse event reporting systems.,2023-05-11
36284773,Africa and monkeypox vaccinations: A call for action.,2022-10-04
37282803,Ageusia as a symptom of monkeypox infection.,2022-12-05
37931029,Aggregation-Induced Emission-Based Macrophage-Like Nanoparticles for Targeted Photothermal Therapy and Virus Transmission Blockage in Monkeypox.,2023-10-02
36215984,Air and surface sampling for monkeypox virus in a UK hospital: an observational study.,2022-07-18
36584769,Air detection of monkeypox virus in a dedicated outpatient clinic room for monkeypox infection diagnosis.,2022-12-21
36475222,All That We Need to Know About the Current and Past Outbreaks of Monkeypox: A Narrative Review.,2022-11-04
37549354,Altered Mental Status After Mpox Vaccination: A Clinical Vignette.,2023-11-17
36608620,Alternative sampling specimens for the molecular detection of mpox (formerly monkeypox) virus.,2022-08-24
36920219,An APOBEC3 Mutational Signature in the Genomes of Human-Infecting Orthopoxviruses.,2023-04-24
36930529,"An Adagio for Viruses, Played Out on Ancient DNA.",2023-03-09
36428952,An Al-Biruni Earth Radius Optimization-Based Deep Convolutional Neural Network for Classifying Monkeypox Disease.,2022-10-18
37195290,An Atypical Presentation of Mpox Transmitted Between Transgender Men Through Oral Sex.,2023-09-14
36462510,An Australian perspective on monkeypox virus and stool transplants.,2022-11-09
36735618,"An Exploratory Study of the Mpox Media Consumption, Attitudes, and Preferences of Sexual and Gender Minority People Assigned Male at Birth in the United States.",2023-07-07
37334094,"An HIV-positive man with painless ulcer and pustules: mpox, syphilis, or both?",2023-06-19
38140568,An In Silico Analysis of PCR-Based Monkeypox Virus Detection Assays: A Case Study for Ongoing Clinical Surveillance.,2023-10-28
38062661,An In-silico Approach to Design and Validate siRNA against Monkeypox Virus.,2023-08-15
36884032,An Mpox-Related Death in the United States.,2023-03-31
37746512,An Observational Study of Indian Medical Students: Are We Truly Aware of Monkeypox?,2023-08-22
36961984,An Overview of Antivirals against Monkeypox Virus and Other Orthopoxviruses.,2023-04-14
35932225,An Overview of Monkeypox Virus and Its Neuroinvasive Potential.,2022-08-04
35988657,An Unusual Cause of Anal Pain.,2022-08-12
37509470,An Updated Review on Monkeypox Viral Disease: Emphasis on Genomic Diversity.,2023-05-13
36694844,An atypical presentation of monkeypox associated with scrotal and penile shaft edema.,2023-01-26
37017503,An early pop-up mpox vaccine clinic.,2022-12-31
37519185,An immuno-informatics approach for annotation of hypothetical proteins and multi-epitope vaccine designed against the Mpox virus.,2023-07-31
36591724,An immunoinformatic approach towards development of a potent and effective multi-epitope vaccine against monkeypox virus (MPXV).,2023-12-05
37185835,"An imported case of fatal encephalitis associated with mpox virus infection, India, July 2022.",2022-11-30
36129135,"An integrative reverse vaccinology, immunoinformatic, docking and simulation approaches towards designing of multi-epitopes based vaccine against monkeypox virus.",2022-09-22
37792954,An mpox virus mRNA-lipid nanoparticle vaccine confers protection against lethal orthopoxviral challenge.,2023-11-01
37559375,"An open-label, non-randomized study investigating the safety and efficacy of smallpox vaccine, LC16, as post-exposure prophylaxis for mpox.",2023-08-11
36460327,An opportunity for evidence-based care of individuals with monkeypox.,2022-09-20
36521507,An opportunity seized: rapid clinical research provides insights into monkeypox virus dynamics and durations of infectiousness.,2022-12-02
36844409,"An overview on monkeypox virus: Pathogenesis, transmission, host interaction and therapeutics.",2022-10-21
35706050,An unfolding monkeypox outbreak in Europe and beyond.,2022-06-04
36175021,An unusual case of human monkeypox with successive asynchronous rashes.,2022-09-25
37839310,An updated review on pathogenic coronaviruses (CoVs) amid the emergence of SARS-CoV-2 variants: A look into the repercussions and possible solutions.,2023-05-04
37235145,Analysis and mapping of global scientific research on human monkeypox over the past 20 years.,2023-01-22
37161123,Analysis of Monkeypox viral infection with human to animal transmission via a fractional and Fractal-fractional operators with power law kernel.,2023-05-11
37219872,"Analysis of Smartphone Text Data Related to mpox from a U.S. Sample of Gay, Bisexual, and Other Men Who Have Sex with Men During the 2022 Outbreak.",2023-10-23
37071346,Analysis of google trends and search results for ophthalmic symptoms of monkeypox.,2022-10-21
36933065,Analysis: Flawed Datasets of Monkeypox Skin Images.,2022-12-23
37035497,Analyzing an Emerging Pandemic on Twitter: Monkeypox.,2022-11-04
36337414,Anesthesia concerns for a patient with monkeypox requiring emergency surgery: A review.,2022-07-09
36363786,Animal Models Used in Monkeypox Research.,2022-09-16
36661039,Animal host range of mpox virus.,2023-01-11
38073883,Animal models of mpox virus infection and disease.,2023-03-09
37929416,"Annual ivermectin treatment, interferon-gamma, and responsiveness to monkeypox infection.",2023-11-07
36890634,Anogenital herpes simplex virus infection clinically indistinguishable from mpox (formerly named monkeypox).,2023-02-28
36756717,Anogenital symptoms and lesions in a series of 20 patients infected with monkeypox virus.,2023-01-24
36227656,Anorectal Testing for Mpox Virus Infection in Men Who Have Sex With Men With and Without Proctitis.,2022-08-25
36279489,Another Outbreak! Monkeypox 2022 Infection and Vaccine Considerations for the Clinical Nurse Specialist.,2022-10-24
36565951,Answer to Mungmunpuntipantip et al. Joint Bone Spine 2023;90:105518.,2022-12-05
37228175,Anti-Monkeypox Infection Approaches: From Prevention to Therapeutic Lines.,2023-02-16
36067828,Anti-Vaccinia Immunoglobulin and Post-exposure Prophylaxis with Vaccinia-based Vaccine for Management of the Monkeypox Outbreak.,2022-07-26
37033493,Anti-viral drug discovery against monkeypox and smallpox infection by natural curcumin derivatives: A Computational drug design approach.,2023-02-02
36929727,Anticipating the transmissibility of the 2022 mpox outbreak.,2023-03-07
36454551,Antiretroviral Drugs for Treatment and Prevention of HIV Infection in Adults: 2022 Recommendations of the International Antiviral Society-USA Panel.,2022-12-02
36508228,Antiviral Considerations for Monkeypox Infection - USE CAUTION!,2022-12-12
36355910,Antiviral Treatment against Monkeypox: A Scoping Review.,2022-09-22
37362081,Antiviral activities of ginseng and its potential and putative benefits against monkeypox virus: A mini review.,2023-01-04
37270160,"Antiviral activities of two nucleos(t)ide analogs against vaccinia, mpox, and cowpox viruses in primary human fibroblasts.",2023-03-29
35904001,Antivirals With Activity Against Mpox: A Clinically Oriented Review.,2022-06-21
37895350,Antivirals against Monkeypox (Mpox) in Humans: An Updated Narrative Review.,2023-08-31
37131608,Antivirals against monkeypox infections.,2023-05-03
37283638,Antivirals for the treatment of Monkeypox: utilization in the general and HIV-positive population and gaps for research. A short narrative review.,2023-02-24
35658858,Appearance and re-appearance of zoonotic disease during the pandemic period: long-term monitoring and analysis of zoonosis is crucial to confirm the animal origin of SARS-CoV-2 and monkeypox virus.,2022-06-07
36245389,Applicability and benefits of telemedicine in the monitoring of monkeypox close contacts.,2022-10-17
36899968,Application of Artificial Intelligence Techniques for Monkeypox: A Systematic Review.,2023-01-31
36179863,Approach to monkeypox in pregnancy: conjecture is best guided by evidence.,2022-09-20
36375131,Approaching monkeypox: a guide for clinicians.,2022-11-14
37562744,Appropriate vaccinal policies face to asymptomatic monkeypox virus transmission.,2023-07-13
37624334,Are Saudi Healthcare Workers Willing to Receive the Monkeypox Virus Vaccine? Evidence from a Descriptive-Baseline Survey.,2023-05-18
36410681,Arthritis due to monkeypox virus: A case report.,2022-09-23
36548679,Artificial Neural Networks for the Prediction of Monkeypox Outbreak.,2022-10-09
36218112,Artificial intelligence (AI) in Monkeypox infection prevention.,2022-10-12
35731176,As monkeypox goes sexual: a public health perspective.,2022-05-30
36655160,"As the World Struggles With the COVID-19 Pandemic, Another Emergency Threat Arrives on the Horizon, the Monkeypox: A Systematic Review.",2023-01-10
36141334,Assessing Healthcare Workers' Knowledge and Their Confidence in the Diagnosis and Management of Human Monkeypox: A Cross-Sectional Study in a Middle Eastern Country.,2022-08-11
37672322,"Assessing Public Interest in Mpox via Google Trends, YouTube, and TikTok.",2023-05-08
37575128,Assessing disparities in medical students' knowledge and attitude about monkeypox: a cross-sectional study of 27 countries across three continents.,2023-03-23
37899897,Assessing the Anxiety and Knowledge about Monkeypox Virus: A Cross-Sectional Cohort Study.,2023-10-25
38008354,"Assessing the transmission potential of mpox in East Asia during 2022-2023: A focus on Taiwan, China, Japan, and South Korea.",2023-07-21
36089815,Assessing transmission risks and control strategy for monkeypox as an emerging zoonosis in a metropolitan area.,2022-08-11
36920941,Assessment and management of secondary bacterial infections complicating Mpox (Monkeypox) using a telemedicine service. A prospective cohort study.,2023-06-02
36015025,Assessment of Knowledge of Monkeypox Viral Infection among the General Population in Saudi Arabia.,2022-07-07
38024212,"Assessment of Knowledge, Perceptions, and Attitudes During the Global Mpox Outbreak in June 2022: A Cross-Sectional Study From the United Arab Emirates.",2023-04-11
37671729,Assessment of antibody kinetics in mpox cases with indigenously developed IgM and IgG ELISA.,2023-08-24
37334039,Assessment of risk perception and subjective norms related to Mpox (monkeypox) among adult males in Bangladesh: A cross-sectional study.,2023-02-06
37289746,Assessment of vaccine perception and vaccination intention of Mpox infection among the adult males in Bangladesh: A cross-sectional study findings.,2023-02-24
36497712,Association between Global Monkeypox Cases and Meteorological Factors.,2022-10-12
36478381,Association between public attention and monkeypox epidemic: A global lag-correlation analysis.,2022-11-28
36928778,Assuring health insurance policies for better health outcomes and financial stability of transgender community during the monkeypox disease outbreak.,2022-11-22
35969861,Asymptomatic Infection? Another Reason to Consider Monkeypox a Disease of Public Health Concern.,2022-08-16
37417243,Asymptomatic Mpox Virus Infection in Subjects Presenting for MVA-BN Vaccine.,2023-11-20
36209756,Asymptomatic monkeypox infection: a call for greater control of infection and transmission.,2022-08-24
37133370,Asymptomatic monkeypox infection: transmissibility and implications.,2022-09-11
36465143,Asymptomatic transmission of monkeypox: Implications for mass gatherings?,2022-11-21
35655436,Attaching a stigma to the LGBTQI+ community should be avoided during the monkeypox epidemic.,2022-05-30
36673597,Attitudes toward Nursing Profession and Fear of Infectious Diseases among Undergraduate Nursing Students: A Cross-Sectional Study.,2022-12-09
36454991,Attitudes towards Monkeypox vaccination and predictors of vaccination intentions among the US general public.,2022-10-05
38140243,Attitudes towards Receiving Monkeypox Vaccination: A Systematic Review and Meta-Analysis.,2023-10-09
36174773,Attitudes towards monkeypox vaccination among healthcare workers in France and Belgium: an element of complacency?,2022-09-01
36043183,Atypical Clinical Presentation of Monkeypox Complicated by Myopericarditis.,2022-07-11
37555522,Atypical Clinical Presentation of a Patient with Monkeypox.,2023-08-10
37847249,Atypical Clinical presentation of a patient with Monkeypox.,2023-10-23
36578890,Atypical Eruptive Xanthoma: A Condition Confused With Monkeypox Rash.,2022-06-30
36219768,Atypical Presentation of Monkeypox Virus Infection in a Postvaccinated Altered Immunocompetent Patient-A Case-Report.,2022-10-12
36146818,Atypical and Unique Transmission of Monkeypox Virus during the 2022 Outbreak: An Overview of the Current State of Knowledge.,2022-08-05
37057627,Atypical case of monkeypox with multiple bacterial skin superinfection.,2023-03-08
37230922,Atypical clinical features of mpox (monkeypox): a diagnostic challenge - Reply.,2023-04-13
36128942,Atypical lymphocytes associated with monkeypox virus infection.,2022-09-12
36794460,Atypical lymphocytes-From chickenpox to monkey pox.,2023-02-09
36639593,Atypical monkeypox presentation in a previously vaccinated MSM HIV-positive adult.,2022-11-19
36113755,"Atypical oral presentation of monkeypox virus: A report of two cases from Florence, Italy.",2022-09-05
37345384,Atypical presentation of monkeypox with verrucous lesions on the face and genitalia in a patient with human immunodeficiency virus (HIV).,2023-06-05
38007455,Atypical presentation of mpox in Irrua environs: a case report.,2022-10-30
36102117,Atypical presentation of sexually-transmitted monkeypox lesions.,2022-09-15
36516096,Audio Interview: Applying New Studies of Mpox and Ebola to Covid-19.,2022-12-14
36070718,Audio Interview: Responding to Monkeypox.,2022-09-07
