country_long,iso2,project,page_id,page_title,pageviews_dp,date
India,IN,en.wikipedia,39680623,Monkeypox virus,3853,2022-05-19
Italy,IT,en.wikipedia,39680623,Monkeypox virus,949,2022-05-19
Kenya,KE,en.wikipedia,39680623,Monkeypox virus,476,2022-05-19
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,1700,2022-05-19
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,554,2022-05-19
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,525,2022-05-19
Sweden,SE,en.wikipedia,39680623,Monkeypox virus,1008,2022-05-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,41483,2022-05-19
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,610,2022-05-19
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,811,2022-05-19
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,1619,2022-05-19
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,496,2022-05-19
Australia,AU,en.wikipedia,39680623,Monkeypox virus,8516,2022-05-20
Canada,CA,en.wikipedia,39680623,Monkeypox virus,16487,2022-05-20
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1000,2022-05-20
Spain,ES,en.wikipedia,39680623,Monkeypox virus,551,2022-05-20
Finland,FI,en.wikipedia,39680623,Monkeypox virus,720,2022-05-20
France,FR,en.wikipedia,39680623,Monkeypox virus,881,2022-05-20
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,20211,2022-05-20
India,IN,en.wikipedia,39680623,Monkeypox virus,4261,2022-05-20
Italy,IT,en.wikipedia,39680623,Monkeypox virus,917,2022-05-20
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,585,2022-05-20
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,1645,2022-05-20
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,3974,2022-05-20
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,573,2022-05-20
Sweden,SE,en.wikipedia,39680623,Monkeypox virus,1089,2022-05-20
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,874,2022-05-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,39651,2022-05-20
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,765,2022-05-20
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1603,2022-05-20
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,600,2022-05-20
Belgium,BE,en.wikipedia,39680623,Monkeypox virus,529,2022-05-20
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,1192,2022-05-20
Australia,AU,en.wikipedia,39680623,Monkeypox virus,3313,2022-05-21
Canada,CA,en.wikipedia,39680623,Monkeypox virus,6910,2022-05-21
Germany,DE,en.wikipedia,39680623,Monkeypox virus,789,2022-05-21
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,15956,2022-05-21
India,IN,en.wikipedia,39680623,Monkeypox virus,6888,2022-05-21
Italy,IT,en.wikipedia,39680623,Monkeypox virus,581,2022-05-21
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1107,2022-05-21
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,917,2022-05-21
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,2032,2022-05-21
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,751,2022-05-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,30083,2022-05-21
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,835,2022-05-21
Finland,FI,en.wikipedia,39680623,Monkeypox virus,575,2022-05-21
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1009,2022-05-21
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,665,2022-05-21
Israel,IL,en.wikipedia,39680623,Monkeypox virus,585,2022-05-21
Australia,AU,en.wikipedia,39680623,Monkeypox virus,2381,2022-05-22
Canada,CA,en.wikipedia,39680623,Monkeypox virus,6258,2022-05-22
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1864,2022-05-22
Finland,FI,en.wikipedia,39680623,Monkeypox virus,831,2022-05-22
France,FR,en.wikipedia,39680623,Monkeypox virus,546,2022-05-22
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,20400,2022-05-22
India,IN,en.wikipedia,39680623,Monkeypox virus,6686,2022-05-22
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,936,2022-05-22
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,677,2022-05-22
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1358,2022-05-22
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,780,2022-05-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,35381,2022-05-22
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,959,2022-05-22
Greece,GR,en.wikipedia,39680623,Monkeypox virus,496,2022-05-22
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1358,2022-05-22
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,533,2022-05-22
Australia,AU,en.wikipedia,39680623,Monkeypox virus,1741,2022-05-23
Canada,CA,en.wikipedia,39680623,Monkeypox virus,2373,2022-05-23
Germany,DE,en.wikipedia,39680623,Monkeypox virus,1247,2022-05-23
Finland,FI,en.wikipedia,39680623,Monkeypox virus,638,2022-05-23
France,FR,en.wikipedia,39680623,Monkeypox virus,571,2022-05-23
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,18745,2022-05-23
Hungary,HU,en.wikipedia,39680623,Monkeypox virus,535,2022-05-23
India,IN,en.wikipedia,39680623,Monkeypox virus,4213,2022-05-23
Japan,JP,en.wikipedia,39680623,Monkeypox virus,458,2022-05-23
Kenya,KE,en.wikipedia,39680623,Monkeypox virus,491,2022-05-23
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1041,2022-05-23
Netherlands,NL,en.wikipedia,39680623,Monkeypox virus,511,2022-05-23
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1361,2022-05-23
Portugal,PT,en.wikipedia,39680623,Monkeypox virus,636,2022-05-23
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,831,2022-05-23
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,538,2022-05-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,19613,2022-05-23
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,2744,2022-05-23
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,1460,2022-05-23
New Zealand,NZ,en.wikipedia,39680623,Monkeypox virus,505,2022-05-23
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,1424,2022-05-23
Australia,AU,en.wikipedia,39680623,Monkeypox virus,757,2022-05-24
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1684,2022-05-24
Germany,DE,en.wikipedia,39680623,Monkeypox virus,738,2022-05-24
Finland,FI,en.wikipedia,39680623,Monkeypox virus,536,2022-05-24
France,FR,en.wikipedia,39680623,Monkeypox virus,496,2022-05-24
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,13006,2022-05-24
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,715,2022-05-24
India,IN,en.wikipedia,39680623,Monkeypox virus,2941,2022-05-24
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,1107,2022-05-24
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1351,2022-05-24
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,942,2022-05-24
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,560,2022-05-24
United States of America,US,en.wikipedia,39680623,Monkeypox virus,10682,2022-05-24
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,1871,2022-05-24
Denmark,DK,en.wikipedia,39680623,Monkeypox virus,786,2022-05-24
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1252,2022-05-25
Germany,DE,en.wikipedia,39680623,Monkeypox virus,517,2022-05-25
Finland,FI,en.wikipedia,39680623,Monkeypox virus,638,2022-05-25
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,7420,2022-05-25
India,IN,en.wikipedia,39680623,Monkeypox virus,4921,2022-05-25
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,856,2022-05-25
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,1064,2022-05-25
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,1629,2022-05-25
United States of America,US,en.wikipedia,39680623,Monkeypox virus,4997,2022-05-25
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,1039,2022-05-25
Canada,CA,en.wikipedia,39680623,Monkeypox virus,1220,2022-05-26
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,5892,2022-05-26
India,IN,en.wikipedia,39680623,Monkeypox virus,4289,2022-05-26
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,981,2022-05-26
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,862,2022-05-26
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,565,2022-05-26
United States of America,US,en.wikipedia,39680623,Monkeypox virus,4152,2022-05-26
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,813,2022-05-26
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,721,2022-05-26
Canada,CA,en.wikipedia,39680623,Monkeypox virus,974,2022-05-27
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,3447,2022-05-27
India,IN,en.wikipedia,39680623,Monkeypox virus,3660,2022-05-27
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,876,2022-05-27
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,722,2022-05-27
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,606,2022-05-27
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2943,2022-05-27
South Africa,ZA,en.wikipedia,39680623,Monkeypox virus,659,2022-05-27
Australia,AU,en.wikipedia,242702,Monkeypox,802,2022-05-28
Canada,CA,en.wikipedia,242702,Monkeypox,4422,2022-05-28
Canada,CA,en.wikipedia,39680623,Monkeypox virus,627,2022-05-28
Germany,DE,en.wikipedia,242702,Monkeypox,855,2022-05-28
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2947,2022-05-28
United Kingdom,GB,en.wikipedia,242702,Monkeypox,7807,2022-05-28
Ireland,IE,en.wikipedia,39680623,Monkeypox virus,651,2022-05-28
Ireland,IE,en.wikipedia,242702,Monkeypox,501,2022-05-28
India,IN,en.wikipedia,39680623,Monkeypox virus,3938,2022-05-28
India,IN,en.wikipedia,242702,Monkeypox,2471,2022-05-28
Mexico,MX,en.wikipedia,242702,Monkeypox,468,2022-05-28
Malaysia,MY,en.wikipedia,39680623,Monkeypox virus,636,2022-05-28
Malaysia,MY,en.wikipedia,242702,Monkeypox,532,2022-05-28
Philippines,PH,en.wikipedia,242702,Monkeypox,456,2022-05-28
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,628,2022-05-28
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,701,2022-05-28
United States of America,US,en.wikipedia,39680623,Monkeypox virus,2160,2022-05-28
United States of America,US,en.wikipedia,242702,Monkeypox,13342,2022-05-28
South Africa,ZA,en.wikipedia,242702,Monkeypox,914,2022-05-28
Australia,AU,en.wikipedia,242702,Monkeypox,650,2022-05-29
Canada,CA,en.wikipedia,242702,Monkeypox,3369,2022-05-29
Germany,DE,en.wikipedia,242702,Monkeypox,746,2022-05-29
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1686,2022-05-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,5779,2022-05-29
India,IN,en.wikipedia,39680623,Monkeypox virus,2467,2022-05-29
India,IN,en.wikipedia,242702,Monkeypox,2759,2022-05-29
Singapore,SG,en.wikipedia,39680623,Monkeypox virus,789,2022-05-29
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1455,2022-05-29
United States of America,US,en.wikipedia,242702,Monkeypox,9663,2022-05-29
South Africa,ZA,en.wikipedia,242702,Monkeypox,604,2022-05-29
Australia,AU,en.wikipedia,242702,Monkeypox,572,2022-05-30
Canada,CA,en.wikipedia,242702,Monkeypox,3309,2022-05-30
Germany,DE,en.wikipedia,242702,Monkeypox,922,2022-05-30
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2325,2022-05-30
United Kingdom,GB,en.wikipedia,242702,Monkeypox,6648,2022-05-30
India,IN,en.wikipedia,39680623,Monkeypox virus,1798,2022-05-30
India,IN,en.wikipedia,242702,Monkeypox,2248,2022-05-30
Philippines,PH,en.wikipedia,39680623,Monkeypox virus,471,2022-05-30
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1289,2022-05-30
United States of America,US,en.wikipedia,242702,Monkeypox,9079,2022-05-30
South Africa,ZA,en.wikipedia,242702,Monkeypox,546,2022-05-30
Australia,AU,en.wikipedia,242702,Monkeypox,570,2022-05-31
Canada,CA,en.wikipedia,242702,Monkeypox,2707,2022-05-31
Germany,DE,en.wikipedia,242702,Monkeypox,783,2022-05-31
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,2013,2022-05-31
United Kingdom,GB,en.wikipedia,242702,Monkeypox,6158,2022-05-31
India,IN,en.wikipedia,39680623,Monkeypox virus,2538,2022-05-31
India,IN,en.wikipedia,242702,Monkeypox,2240,2022-05-31
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1390,2022-05-31
United States of America,US,en.wikipedia,242702,Monkeypox,10424,2022-05-31
South Africa,ZA,en.wikipedia,242702,Monkeypox,506,2022-05-31
Australia,AU,en.wikipedia,242702,Monkeypox,571,2022-06-01
Canada,CA,en.wikipedia,242702,Monkeypox,2725,2022-06-01
Germany,DE,en.wikipedia,242702,Monkeypox,668,2022-06-01
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,1140,2022-06-01
United Kingdom,GB,en.wikipedia,242702,Monkeypox,4383,2022-06-01
India,IN,en.wikipedia,39680623,Monkeypox virus,1933,2022-06-01
India,IN,en.wikipedia,242702,Monkeypox,1926,2022-06-01
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1409,2022-06-01
United States of America,US,en.wikipedia,242702,Monkeypox,8593,2022-06-01
Australia,AU,en.wikipedia,242702,Monkeypox,677,2022-06-02
Canada,CA,en.wikipedia,242702,Monkeypox,2386,2022-06-02
Germany,DE,en.wikipedia,242702,Monkeypox,711,2022-06-02
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,507,2022-06-02
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3368,2022-06-02
India,IN,en.wikipedia,39680623,Monkeypox virus,1185,2022-06-02
India,IN,en.wikipedia,242702,Monkeypox,1340,2022-06-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1292,2022-06-02
United States of America,US,en.wikipedia,242702,Monkeypox,7382,2022-06-02
Australia,AU,en.wikipedia,242702,Monkeypox,776,2022-06-03
Canada,CA,en.wikipedia,242702,Monkeypox,3098,2022-06-03
Germany,DE,en.wikipedia,242702,Monkeypox,506,2022-06-03
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,479,2022-06-03
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2662,2022-06-03
India,IN,en.wikipedia,39680623,Monkeypox virus,794,2022-06-03
India,IN,en.wikipedia,242702,Monkeypox,1045,2022-06-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1266,2022-06-03
United States of America,US,en.wikipedia,242702,Monkeypox,9900,2022-06-03
Australia,AU,en.wikipedia,242702,Monkeypox,544,2022-06-04
Canada,CA,en.wikipedia,242702,Monkeypox,2964,2022-06-04
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2408,2022-06-04
India,IN,en.wikipedia,39680623,Monkeypox virus,1330,2022-06-04
India,IN,en.wikipedia,242702,Monkeypox,1592,2022-06-04
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1376,2022-06-04
United States of America,US,en.wikipedia,242702,Monkeypox,8712,2022-06-04
Canada,CA,en.wikipedia,242702,Monkeypox,2145,2022-06-05
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2209,2022-06-05
India,IN,en.wikipedia,39680623,Monkeypox virus,852,2022-06-05
India,IN,en.wikipedia,242702,Monkeypox,1212,2022-06-05
United States of America,US,en.wikipedia,39680623,Monkeypox virus,840,2022-06-05
United States of America,US,en.wikipedia,242702,Monkeypox,6041,2022-06-05
Canada,CA,en.wikipedia,242702,Monkeypox,2287,2022-06-06
Germany,DE,en.wikipedia,242702,Monkeypox,479,2022-06-06
United Kingdom,GB,en.wikipedia,242702,Monkeypox,3122,2022-06-06
India,IN,en.wikipedia,39680623,Monkeypox virus,675,2022-06-06
India,IN,en.wikipedia,242702,Monkeypox,1206,2022-06-06
Singapore,SG,en.wikipedia,242702,Monkeypox,582,2022-06-06
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1018,2022-06-06
United States of America,US,en.wikipedia,242702,Monkeypox,9147,2022-06-06
India,IN,en.wikipedia,39680623,Monkeypox virus,731,2022-06-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1280,2022-06-07
India,IN,en.wikipedia,39680623,Monkeypox virus,464,2022-06-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1152,2022-06-08
India,IN,en.wikipedia,39680623,Monkeypox virus,653,2022-06-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,851,2022-06-09
India,IN,en.wikipedia,39680623,Monkeypox virus,602,2022-06-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,675,2022-06-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,661,2022-06-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,688,2022-06-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,530,2022-06-13
Canada,CA,en.wikipedia,242702,Monkeypox,2241,2022-06-14
Germany,DE,en.wikipedia,242702,Monkeypox,540,2022-06-14
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2040,2022-06-14
India,IN,en.wikipedia,242702,Monkeypox,458,2022-06-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,592,2022-06-14
United States of America,US,en.wikipedia,242702,Monkeypox,6845,2022-06-14
Australia,AU,en.wikipedia,242702,Monkeypox,773,2022-06-15
Canada,CA,en.wikipedia,242702,Monkeypox,2205,2022-06-15
Germany,DE,en.wikipedia,242702,Monkeypox,659,2022-06-15
United Kingdom,GB,en.wikipedia,242702,Monkeypox,2036,2022-06-15
India,IN,en.wikipedia,39680623,Monkeypox virus,605,2022-06-15
India,IN,en.wikipedia,242702,Monkeypox,716,2022-06-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,999,2022-06-15
United States of America,US,en.wikipedia,242702,Monkeypox,8750,2022-06-15
Australia,AU,en.wikipedia,242702,Monkeypox,560,2022-06-16
Canada,CA,en.wikipedia,242702,Monkeypox,1650,2022-06-16
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1677,2022-06-16
India,IN,en.wikipedia,39680623,Monkeypox virus,525,2022-06-16
India,IN,en.wikipedia,242702,Monkeypox,693,2022-06-16
United States of America,US,en.wikipedia,39680623,Monkeypox virus,752,2022-06-16
United States of America,US,en.wikipedia,242702,Monkeypox,8081,2022-06-16
Canada,CA,en.wikipedia,242702,Monkeypox,1622,2022-06-17
United Kingdom,GB,en.wikipedia,39680623,Monkeypox virus,451,2022-06-17
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1339,2022-06-17
India,IN,en.wikipedia,242702,Monkeypox,460,2022-06-17
United States of America,US,en.wikipedia,39680623,Monkeypox virus,558,2022-06-17
United States of America,US,en.wikipedia,242702,Monkeypox,6011,2022-06-17
Canada,CA,en.wikipedia,242702,Monkeypox,1579,2022-06-18
Germany,DE,en.wikipedia,242702,Monkeypox,550,2022-06-18
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1320,2022-06-18
United States of America,US,en.wikipedia,39680623,Monkeypox virus,527,2022-06-18
United States of America,US,en.wikipedia,242702,Monkeypox,4197,2022-06-18
Canada,CA,en.wikipedia,242702,Monkeypox,1143,2022-06-19
Germany,DE,en.wikipedia,242702,Monkeypox,468,2022-06-19
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1428,2022-06-19
United States of America,US,en.wikipedia,39680623,Monkeypox virus,564,2022-06-19
United States of America,US,en.wikipedia,242702,Monkeypox,5035,2022-06-19
Canada,CA,en.wikipedia,242702,Monkeypox,904,2022-06-20
Germany,DE,en.wikipedia,242702,Monkeypox,454,2022-06-20
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1151,2022-06-20
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-06-20
United States of America,US,en.wikipedia,242702,Monkeypox,3608,2022-06-20
Canada,CA,en.wikipedia,242702,Monkeypox,710,2022-06-21
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1751,2022-06-21
United States of America,US,en.wikipedia,39680623,Monkeypox virus,523,2022-06-21
United States of America,US,en.wikipedia,242702,Monkeypox,3564,2022-06-21
Canada,CA,en.wikipedia,242702,Monkeypox,864,2022-06-22
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1458,2022-06-22
Singapore,SG,en.wikipedia,242702,Monkeypox,755,2022-06-22
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-06-22
United States of America,US,en.wikipedia,242702,Monkeypox,3303,2022-06-22
India,IN,en.wikipedia,39680623,Monkeypox virus,579,2022-06-23
United States of America,US,en.wikipedia,39680623,Monkeypox virus,742,2022-06-23
India,IN,en.wikipedia,39680623,Monkeypox virus,1137,2022-06-24
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,508,2022-06-24
United States of America,US,en.wikipedia,39680623,Monkeypox virus,883,2022-06-24
Canada,CA,en.wikipedia,242702,Monkeypox,952,2022-06-25
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1267,2022-06-25
India,IN,en.wikipedia,39680623,Monkeypox virus,935,2022-06-25
India,IN,en.wikipedia,242702,Monkeypox,966,2022-06-25
Taiwan,TW,en.wikipedia,39680623,Monkeypox virus,611,2022-06-25
United States of America,US,en.wikipedia,39680623,Monkeypox virus,620,2022-06-25
United States of America,US,en.wikipedia,242702,Monkeypox,4586,2022-06-25
South Africa,ZA,en.wikipedia,242702,Monkeypox,1500,2022-06-25
Canada,CA,en.wikipedia,242702,Monkeypox,902,2022-06-26
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1091,2022-06-26
India,IN,en.wikipedia,39680623,Monkeypox virus,610,2022-06-26
India,IN,en.wikipedia,242702,Monkeypox,512,2022-06-26
United States of America,US,en.wikipedia,39680623,Monkeypox virus,539,2022-06-26
United States of America,US,en.wikipedia,242702,Monkeypox,4333,2022-06-26
South Africa,ZA,en.wikipedia,242702,Monkeypox,970,2022-06-26
Canada,CA,en.wikipedia,242702,Monkeypox,976,2022-06-27
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1138,2022-06-27
United States of America,US,en.wikipedia,39680623,Monkeypox virus,488,2022-06-27
United States of America,US,en.wikipedia,242702,Monkeypox,4478,2022-06-27
South Africa,ZA,en.wikipedia,242702,Monkeypox,775,2022-06-27
Canada,CA,en.wikipedia,242702,Monkeypox,967,2022-06-28
Germany,DE,en.wikipedia,242702,Monkeypox,471,2022-06-28
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1508,2022-06-28
United States of America,US,en.wikipedia,39680623,Monkeypox virus,662,2022-06-28
United States of America,US,en.wikipedia,242702,Monkeypox,5190,2022-06-28
South Africa,ZA,en.wikipedia,242702,Monkeypox,919,2022-06-28
Canada,CA,en.wikipedia,242702,Monkeypox,1168,2022-06-29
United Kingdom,GB,en.wikipedia,242702,Monkeypox,1490,2022-06-29
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1014,2022-06-29
United States of America,US,en.wikipedia,242702,Monkeypox,10083,2022-06-29
South Africa,ZA,en.wikipedia,242702,Monkeypox,895,2022-06-29
